license_plate,price,make,mileage,year,fuel_type,transmission,body_type,engine_size,car_tier,engine_tier,year_band
PN59GHB,1495.0,VAUXHALL,82000.0,2009.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,<2010
LB07RUR,1050.0,VAUXHALL,38000.0,2007.0,Petrol,Manual,Estate,1.2,T3,1-2L,<2010
WV61XUX,3898.0,VAUXHALL,54958.0,2011.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
DK16OCD,9650.0,VAUXHALL,34583.0,2016.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,2015-2019
DV13OSW,3995.0,VAUXHALL,77000.0,2013.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
ML11HHU,3595.0,VAUXHALL,86000.0,2011.0,Petrol,Automatic,Estate,1.6,T3,1-2L,2010-2014
ST62WHZ,3495.0,VAUXHALL,99000.0,2012.0,Diesel,Manual,Hatchback,2.0,T3,1-2L,2010-2014
MV17BKX,9299.0,VAUXHALL,14000.0,2017.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2015-2019
BD67SZN,18490.0,TOYOTA,52000.0,2017.0,Diesel,Manual,Mpv,1.6,T3,1-2L,2015-2019
FH18KRD,7489.0,TOYOTA,42123.0,2018.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
AF69ENY,13250.0,VAUXHALL,2513.0,2019.0,Petrol,Automatic,Hatchback,1.4,T3,1-2L,2015-2019
NA18JZE,8599.0,TOYOTA,46000.0,2018.0,Petrol,Manual,Hatchback,1.5,T3,1-2L,2015-2019
VU64UGP,3995.0,VAUXHALL,121195.0,2014.0,Diesel,Manual,Estate,1.6,T3,1-2L,2010-2014
KE65DBU,8106.0,TOYOTA,22938.0,2016.0,Petrol,Manual,Hatchback,1.3,T3,1-2L,2015-2019
YT14PXD,8199.0,TOYOTA,24081.0,2014.0,Petrol,Automatic,Hatchback,1.3,T3,1-2L,2010-2014
MK69BXC,29250.0,SKODA,9969.0,2019.0,Diesel,Semi-auto,Estate,2.0,T3,1-2L,2015-2019
PY14JXD,5495.0,SUZUKI,33459.0,2014.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
GJ18BZP,10289.0,SKODA,55420.0,2018.0,Petrol,Automatic,Hatchback,1.5,T3,1-2L,2015-2019
SY65ZBZ,8795.0,SKODA,11000.0,2016.0,Petrol,Semi-auto,Hatchback,1.2,T3,1-2L,2015-2019
YG61YUE,5470.0,SKODA,68531.0,2011.0,Petrol,Automatic,Hatchback,1.4,T3,1-2L,2010-2014
KN63UAR,5695.0,SMART,47000.0,2013.0,Petrol,Automatic,Convertible,1.0,T3,0-1L,2010-2014
YE18BXP,12750.0,SUZUKI,19550.0,2018.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
NL12KUB,3140.0,TOYOTA,54428.0,2012.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2010-2014
CP17WKD,10495.0,SEAT,60697.0,2017.0,Petrol,Semi-auto,Estate,1.4,T3,1-2L,2015-2019
SV09UZW,2780.0,SUZUKI,29539.0,2009.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,<2010
DC14EHE,5495.0,SKODA,20000.0,2014.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2010-2014
FG14WKA,5495.0,SEAT,93000.0,2014.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2010-2014
CE65ULS,7999.0,SUZUKI,36174.0,2015.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,2015-2019
SH13LNR,5490.0,SEAT,29821.0,2013.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
HY66ZRU,9795.0,RENAULT,44737.0,2016.0,Diesel,Manual,Hatchback,1.5,T2,1-2L,2015-2019
SN18PXL,13995.0,RENAULT,1500.0,2018.0,Diesel,Semi-auto,Hatchback,1.5,T2,1-2L,2015-2019
WF65ETD,9990.0,SKODA,115000.0,2015.0,Diesel,Manual,Estate,2.0,T3,1-2L,2015-2019
KV18JVL,13500.0,RENAULT,28554.0,2018.0,Petrol,Manual,Hatchback,1.2,T2,1-2L,2015-2019
FG16ZGD,5970.0,RENAULT,70000.0,2016.0,Diesel,Manual,Hatchback,1.5,T2,1-2L,2015-2019
SA64FTO,4990.0,RENAULT,69123.0,2014.0,Diesel,Manual,Mpv,1.5,T2,1-2L,2010-2014
LM61FKD,4995.0,RENAULT,69589.0,2011.0,Petrol,Automatic,Convertible,2.0,T2,1-2L,2010-2014
YC07ENJ,13990.0,PORSCHE,88142.0,2007.0,Petrol,Manual,Coupe,2.7,T1,2-3L,<2010
BX63HJJ,5970.0,RENAULT,56000.0,2013.0,Petrol,Manual,Hatchback,0.9,T2,0-1L,2010-2014
DG65MWY,6948.0,RENAULT,34138.0,2015.0,Petrol,Manual,Hatchback,1.1,T2,1-2L,2015-2019
KE05KVJ,9500.0,PORSCHE,99744.0,2005.0,Petrol,Manual,Convertible,2.6,T1,2-3L,<2010
LA69CRU,79058.0,PORSCHE,6000.0,2019.0,Petrol,Semi-auto,Estate,2.9,T1,2-3L,2015-2019
WU15XYA,5270.0,PEUGEOT,33000.0,2015.0,Petrol,Manual,Hatchback,1.0,T1,0-1L,2015-2019
Y11WDS,38950.0,PORSCHE,59540.0,2007.0,Petrol,Manual,Coupe,3.8,T1,>3L,<2010
HN14FMP,6490.0,RENAULT,42202.0,2014.0,Diesel,Semi-auto,Mpv,1.5,T2,1-2L,2010-2014
HX16KCC,35950.0,PORSCHE,53599.0,2016.0,Petrol,Semi-auto,Coupe,2.7,T1,2-3L,2015-2019
NJ56LXU,750.0,RENAULT,82000.0,2006.0,Petrol,Manual,Hatchback,1.4,T2,1-2L,<2010
HN66OPC,8999.0,RENAULT,25516.0,2016.0,Petrol,Manual,Hatchback,0.9,T2,0-1L,2015-2019
A6KUE,28795.0,PORSCHE,88000.0,2015.0,Diesel,Automatic,Estate,4.1,T1,>3L,2015-2019
RA57OLH,26990.0,PORSCHE,88772.0,2008.0,Petrol,Manual,Coupe,3.6,T1,>3L,<2010
SG63JFO,4990.0,PEUGEOT,61746.0,2013.0,Petrol,Manual,Hatchback,1.2,T1,1-2L,2010-2014
PX11ZVC,6250.0,PEUGEOT,32813.0,2011.0,Diesel,Automatic,Saloon,2.0,T1,1-2L,2010-2014
KW64RZH,8479.0,NISSAN,69000.0,2015.0,Petrol,Automatic,Hatchback,1.6,T3,1-2L,2015-2019
NX63HRF,5600.0,PEUGEOT,56300.0,2013.0,Diesel,Semi-auto,Hatchback,1.6,T1,1-2L,2010-2014
WG64UGK,8940.0,NISSAN,62000.0,2015.0,Petrol,Automatic,Hatchback,1.6,T3,1-2L,2015-2019
LX63FYA,9000.0,PEUGEOT,32000.0,2013.0,Petrol,Manual,Coupe,1.6,T1,1-2L,2010-2014
MT62PNU,3395.0,PEUGEOT,71000.0,2013.0,Diesel,Manual,Estate,1.6,T1,1-2L,2010-2014
LS61VFJ,9200.0,PEUGEOT,45827.0,2011.0,Petrol,Manual,Coupe,1.6,T1,1-2L,2010-2014
HY18HTL,19400.0,PEUGEOT,30841.0,2018.0,Petrol,Automatic,Hatchback,1.6,T1,1-2L,2015-2019
WD13AYL,3250.0,PEUGEOT,52276.0,2013.0,Petrol,Manual,Hatchback,1.0,T1,0-1L,2010-2014
KN12NVV,3650.0,PEUGEOT,93368.0,2012.0,Diesel,Manual,Hatchback,1.6,T1,1-2L,2010-2014
FY58OZD,1200.0,PEUGEOT,100000.0,2008.0,Petrol,Manual,Hatchback,1.4,T1,1-2L,<2010
SF16BYV,8890.0,PEUGEOT,40000.0,2016.0,Diesel,Manual,Mpv,1.6,T1,1-2L,2015-2019
FX65MLO,5940.0,PEUGEOT,45000.0,2015.0,Petrol,Manual,Hatchback,1.2,T1,1-2L,2015-2019
SF16CXU,9990.0,PEUGEOT,17000.0,2016.0,Diesel,Automatic,Mpv,1.6,T1,1-2L,2015-2019
FG11ZZV,5995.0,PEUGEOT,41960.0,2011.0,Petrol,Manual,Convertible,1.6,T1,1-2L,2010-2014
ST13GFK,14995.0,MITSUBISHI,82000.0,2013.0,Diesel,Automatic,Estate,3.2,T2,>3L,2010-2014
DN67XTD,12299.0,NISSAN,61000.0,2017.0,Diesel,Manual,Hatchback,1.5,T3,1-2L,2015-2019
NN18SMO,31480.0,NISSAN,17000.0,2018.0,Petrol,Manual,Coupe,3.7,T3,>3L,2015-2019
MP19HKJ,9999.0,NISSAN,17000.0,2019.0,Petrol,Manual,Hatchback,0.9,T3,0-1L,2015-2019
YS18MFA,19250.0,NISSAN,19395.0,2018.0,Diesel,Automatic,Hatchback,1.6,T3,1-2L,2015-2019
NL60CMX,3928.0,NISSAN,83376.0,2010.0,Diesel,Manual,Hatchback,1.5,T3,1-2L,2010-2014
ML15CVO,8995.0,NISSAN,54000.0,2015.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
YH19BYK,16000.0,NISSAN,29384.0,2019.0,Diesel,Manual,Hatchback,1.5,T3,1-2L,2015-2019
YC15FXP,8999.0,NISSAN,74000.0,2015.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2015-2019
WP16LDN,12989.0,MITSUBISHI,82860.0,2016.0,Diesel,Automatic,Estate,2.3,T2,2-3L,2015-2019
KO14BBV,8990.0,NISSAN,48082.0,2014.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
HF13VMC,10000.0,NISSAN,46000.0,2013.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,2010-2014
NA63RRO,8475.0,NISSAN,48616.0,2013.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,2010-2014
BL15NNY,9000.0,NISSAN,89204.0,2015.0,Diesel,Manual,Estate,1.6,T3,1-2L,2015-2019
NX16ONH,10750.0,NISSAN,86000.0,2016.0,Diesel,Manual,Hatchback,1.5,T3,1-2L,2015-2019
BT60JHA,5990.0,NISSAN,118082.0,2011.0,Diesel,Manual,Estate,2.0,T3,1-2L,2010-2014
SD18OLU,11650.0,MITSUBISHI,30000.0,2018.0,Petrol,Manual,Hatchback,1.6,T2,1-2L,2015-2019
DK17WRC,9400.0,MITSUBISHI,58603.0,2017.0,Petrol,Manual,Hatchback,1.6,T2,1-2L,2015-2019
BL15UJH,11595.0,NISSAN,24000.0,2015.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2015-2019
XHZ4264,8490.0,MINI,75000.0,2013.0,Diesel,Manual,Convertible,1.6,T2,1-2L,2010-2014
LB18CSZ,27000.0,MINI,6000.0,2018.0,Petrol,Automatic,Convertible,2.0,T2,1-2L,2015-2019
NL16FMU,8249.0,MINI,36653.0,2016.0,Diesel,Manual,Hatchback,1.5,T2,1-2L,2015-2019
MA16UJR,10495.0,MINI,30000.0,2016.0,Petrol,Manual,Hatchback,1.2,T2,1-2L,2015-2019
FY57FKT,3295.0,MINI,75000.0,2007.0,Petrol,Manual,Hatchback,1.6,T2,1-2L,<2010
SM11MKL,6695.0,MINI,60042.0,2011.0,Diesel,Manual,Hatchback,1.6,T2,1-2L,2010-2014
PK12OXS,6000.0,MINI,63704.0,2012.0,Diesel,Manual,Coupe,2.0,T2,1-2L,2010-2014
LC17NXP,14500.0,MINI,43300.0,2017.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2015-2019
MA62NHV,6250.0,MINI,63690.0,2012.0,Petrol,Manual,Hatchback,1.6,T2,1-2L,2010-2014
HY58EOX,2295.0,MINI,93245.0,2008.0,Petrol,Manual,Hatchback,1.4,T2,1-2L,<2010
PK07OJX,2295.0,MINI,113000.0,2007.0,Petrol,Manual,Hatchback,1.6,T2,1-2L,<2010
ST12RRV,4500.0,MINI,84000.0,2012.0,Diesel,Manual,Hatchback,1.6,T2,1-2L,2010-2014
SH62YZE,6480.0,MINI,36228.0,2012.0,Petrol,Manual,Hatchback,1.6,T2,1-2L,2010-2014
LV64MXJ,9495.0,MINI,23000.0,2014.0,Petrol,Manual,Hatchback,1.5,T2,1-2L,2010-2014
NV13OCN,8995.0,MINI,59169.0,2013.0,Diesel,Automatic,Coupe,2.0,T2,1-2L,2010-2014
YB13OXF,7970.0,MINI,50486.0,2013.0,Diesel,Manual,Coupe,1.6,T2,1-2L,2010-2014
NX59HUU,6475.0,MINI,64000.0,2009.0,Petrol,Manual,Convertible,1.6,T2,1-2L,<2010
NV59GGY,1550.0,MINI,90000.0,2010.0,Petrol,Manual,Hatchback,1.6,T2,1-2L,2010-2014
MW17MKJ,10995.0,MINI,24381.0,2017.0,Petrol,Manual,Hatchback,1.5,T2,1-2L,2015-2019
YH14DSY,7990.0,MINI,64000.0,2014.0,Diesel,Manual,Coupe,1.6,T2,1-2L,2010-2014
FE15LDC,34950.0,MERCEDES,33000.0,2015.0,Diesel,Automatic,Coupe,3.0,T1,2-3L,2015-2019
ML66YPX,18985.0,MERCEDES,26035.0,2016.0,Diesel,Semi-auto,Estate,2.1,T1,2-3L,2015-2019
SP15HWL,15299.0,MERCEDES,75064.0,2015.0,Diesel,Semi-auto,Coupe,2.1,T1,2-3L,2015-2019
LS61UTZ,28000.0,MERCEDES,29820.0,2011.0,Petrol,Automatic,Convertible,5.5,T1,>3L,2010-2014
EX08JUV,19000.0,MERCEDES,16694.0,2008.0,Petrol,Automatic,Convertible,3.5,T1,>3L,<2010
WG18HPC,23299.0,MERCEDES,15000.0,2018.0,Petrol,Manual,Estate,1.6,T1,1-2L,2015-2019
EY15HXP,4188.0,MG,25000.0,2015.0,Petrol,Manual,Hatchback,1.5,T3,1-2L,2015-2019
TFZ7322,12999.0,MERCEDES,50500.0,2014.0,Diesel,Automatic,Convertible,2.1,T1,2-3L,2010-2014
WF67ZFS,24490.0,MERCEDES,40000.0,2017.0,Diesel,Automatic,Coupe,2.0,T1,1-2L,2015-2019
LM12XMG,9499.0,MERCEDES,36000.0,2012.0,Petrol,Automatic,Saloon,1.8,T1,1-2L,2010-2014
EN57MSO,6595.0,MERCEDES,100700.0,2007.0,Petrol,Automatic,Coupe,5.5,T1,>3L,<2010
R208FNC,1995.0,MERCEDES,98000.0,1998.0,Petrol,Automatic,Saloon,2.4,T1,2-3L,<2010
WD18CLZ,22500.0,MERCEDES,6720.0,2018.0,Diesel,Automatic,Saloon,2.0,T1,1-2L,2015-2019
SG08KDZ,6490.0,MERCEDES,70601.0,2008.0,Petrol,Automatic,Convertible,1.8,T1,1-2L,<2010
KU66LVE,19995.0,MERCEDES,60181.0,2016.0,Diesel,Automatic,Estate,2.1,T1,2-3L,2015-2019
FV16FTJ,22495.0,MERCEDES,32968.0,2016.0,Diesel,Automatic,Saloon,2.1,T1,2-3L,2015-2019
DG62DKY,10499.0,MERCEDES,74591.0,2012.0,Petrol,Automatic,Coupe,1.8,T1,1-2L,2010-2014
LS64MYU,18940.0,MERCEDES,36000.0,2015.0,Diesel,Automatic,Saloon,2.1,T1,2-3L,2015-2019
KW14XOP,12985.0,MERCEDES,59585.0,2014.0,Diesel,Automatic,Saloon,2.1,T1,2-3L,2010-2014
KF66EDO,18995.0,MERCEDES,56219.0,2017.0,Diesel,Manual,Coupe,2.1,T1,2-3L,2015-2019
KP11BTY,7975.0,MERCEDES,81000.0,2011.0,Diesel,Automatic,Estate,2.1,T1,2-3L,2010-2014
FM62BGO,7990.0,MERCEDES,108354.0,2013.0,Diesel,Automatic,Estate,2.1,T1,2-3L,2010-2014
BF11OUV,5990.0,MERCEDES,90782.0,2011.0,Diesel,Automatic,Saloon,2.1,T1,2-3L,2010-2014
HK55UDM,995.0,MERCEDES,120456.0,2006.0,Petrol,Manual,Hatchback,2.0,T1,1-2L,<2010
EJ16EEO,45950.0,MERCEDES,14000.0,2016.0,Petrol,Automatic,Coupe,4.0,T1,>3L,2015-2019
KY64YKA,10970.0,MERCEDES,32000.0,2015.0,Diesel,Automatic,Hatchback,1.5,T1,1-2L,2015-2019
DF15SUY,10977.0,MERCEDES,57000.0,2015.0,Diesel,Manual,Hatchback,1.5,T1,1-2L,2015-2019
FY14XFJ,18995.0,MERCEDES,75000.0,2014.0,Petrol,Semi-auto,Hatchback,2.0,T1,1-2L,2010-2014
DA58BFV,2195.0,MERCEDES,70000.0,2009.0,Petrol,Manual,Hatchback,1.5,T1,1-2L,<2010
HV65TFO,11499.0,MERCEDES,64816.0,2015.0,Diesel,Manual,Hatchback,1.5,T1,1-2L,2015-2019
J50JNY,33095.0,LAND ROVER,11000.0,2019.0,Diesel,Automatic,Estate,2.0,T1,1-2L,2015-2019
SX63BAV,5398.0,MAZDA,47884.0,2014.0,Petrol,Manual,Hatchback,1.3,T3,1-2L,2010-2014
RK18XWO,24199.0,LAND ROVER,21000.0,2018.0,Diesel,Manual,Estate,2.0,T1,1-2L,2015-2019
WF67YZT,23990.0,LAND ROVER,25515.0,2018.0,Diesel,Manual,Estate,2.0,T1,1-2L,2015-2019
SL62UMM,5798.0,MAZDA,22522.0,2012.0,Petrol,Manual,Hatchback,1.3,T3,1-2L,2010-2014
VO65BBJ,9750.0,MAZDA,62595.0,2015.0,Diesel,Manual,Saloon,2.2,T3,2-3L,2015-2019
LF68XUL,31990.0,LAND ROVER,21129.0,2018.0,Diesel,Automatic,Estate,2.0,T1,1-2L,2015-2019
WL64GLZ,19990.0,LAND ROVER,36518.0,2014.0,Diesel,Manual,Estate,2.2,T1,2-3L,2010-2014
LL18HVW,27499.0,LAND ROVER,17014.0,2018.0,Diesel,Automatic,Estate,2.0,T1,1-2L,2015-2019
GU17DYN,28990.0,LAND ROVER,23085.0,2017.0,Diesel,Automatic,Estate,2.0,T1,1-2L,2015-2019
OE61DYF,14290.0,LAND ROVER,115621.0,2012.0,Diesel,Automatic,Estate,3.0,T1,2-3L,2010-2014
DS17ZSD,26990.0,LAND ROVER,31896.0,2017.0,Diesel,Manual,Estate,2.0,T1,1-2L,2015-2019
OW64FLR,19995.0,LAND ROVER,61325.0,2014.0,Diesel,Automatic,Estate,2.2,T1,2-3L,2010-2014
YF63NAE,20495.0,LAND ROVER,42000.0,2013.0,Diesel,Automatic,Coupe,2.2,T1,2-3L,2010-2014
FH63LGK,17500.0,LAND ROVER,71692.0,2014.0,Diesel,Manual,Estate,2.2,T1,2-3L,2010-2014
FV15LML,28970.0,LAND ROVER,78000.0,2015.0,Diesel,Automatic,Estate,3.0,T1,2-3L,2015-2019
YE16SFZ,18990.0,LAND ROVER,78602.0,2016.0,Diesel,Manual,Estate,2.0,T1,1-2L,2015-2019
MM14HNC,15795.0,LAND ROVER,81000.0,2014.0,Diesel,Automatic,Estate,2.2,T1,2-3L,2010-2014
AK17JLV,54950.0,LAND ROVER,57214.0,2017.0,Petrol,Automatic,Estate,5.0,T1,>3L,2015-2019
SM60ZBG,12995.0,LAND ROVER,109000.0,2011.0,Diesel,Automatic,Estate,3.0,T1,2-3L,2010-2014
DF15FZT,24995.0,LAND ROVER,81000.0,2015.0,Diesel,Automatic,Estate,3.0,T1,2-3L,2015-2019
Y60BRM,42999.0,LAND ROVER,32100.0,2018.0,Diesel,Automatic,Estate,2.0,T1,1-2L,2015-2019
YS18KWA,37995.0,LAND ROVER,14281.0,2018.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
SY12MDE,11995.0,LAND ROVER,49000.0,2012.0,Diesel,Automatic,Estate,2.2,T1,2-3L,2010-2014
OV10OVK,13495.0,LAND ROVER,110470.0,2010.0,Diesel,Automatic,Estate,3.0,T1,2-3L,2010-2014
HT56FHL,22990.0,LAND ROVER,98000.0,2007.0,Diesel,Manual,Estate,2.5,T1,2-3L,<2010
HX17YUD,9499.0,KIA,31000.0,2017.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2015-2019
NJ66NZH,10995.0,KIA,36000.0,2016.0,Diesel,Semi-auto,Hatchback,1.6,T3,1-2L,2015-2019
SJ14ZDG,8255.0,KIA,53000.0,2014.0,Petrol,Manual,Estate,1.6,T3,1-2L,2010-2014
PF13OSD,8795.0,KIA,37000.0,2013.0,Diesel,Manual,Estate,1.7,T3,1-2L,2010-2014
LX56WLK,6995.0,LAND ROVER,121078.0,2006.0,Diesel,Automatic,Estate,2.7,T1,2-3L,<2010
AY14UTN,7945.0,KIA,83000.0,2014.0,Diesel,Manual,Estate,1.7,T3,1-2L,2010-2014
EF69VYK,22985.0,KIA,7724.0,2020.0,Petrol,Semi-auto,Estate,1.6,T3,1-2L,>2020
SN63UBX,8475.0,KIA,52321.0,2013.0,Diesel,Manual,Estate,1.7,T3,1-2L,2010-2014
FH18VNT,16989.0,JEEP,22633.0,2018.0,Diesel,Manual,Estate,1.6,T2,1-2L,2015-2019
LF18WKO,28599.0,KIA,33000.0,2018.0,Diesel,Automatic,Estate,2.2,T3,2-3L,2015-2019
WD17EGY,16000.0,JAGUAR,23300.0,2017.0,Diesel,Manual,Saloon,2.0,T1,1-2L,2015-2019
RE64KNM,4939.0,KIA,36000.0,2014.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2010-2014
WR15KYW,9999.0,JEEP,43381.0,2015.0,Petrol,Manual,Estate,1.4,T2,1-2L,2015-2019
AO13NKD,11400.0,JAGUAR,82618.0,2013.0,Diesel,Automatic,Estate,3.0,T1,2-3L,2010-2014
VE16XYR,37000.0,JAGUAR,15091.0,2016.0,Petrol,Automatic,Coupe,3.0,T1,2-3L,2015-2019
MW10FKR,12450.0,JAGUAR,90000.0,2010.0,Diesel,Automatic,Saloon,3.0,T1,2-3L,2010-2014
MM65ELW,13740.0,JEEP,27000.0,2015.0,Petrol,Automatic,Estate,1.4,T2,1-2L,2015-2019
WO68NHK,7695.0,KIA,13000.0,2019.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
KX15EJJ,12940.0,JAGUAR,92000.0,2015.0,Diesel,Automatic,Saloon,2.2,T1,2-3L,2015-2019
WD14ERX,9489.0,KIA,58000.0,2014.0,Diesel,Manual,Estate,1.7,T3,1-2L,2010-2014
AV66YYB,11000.0,KIA,57936.0,2016.0,Diesel,Manual,Estate,1.7,T3,1-2L,2015-2019
YS64MSX,6989.0,KIA,28000.0,2014.0,Diesel,Manual,Hatchback,1.4,T3,1-2L,2010-2014
NG15FCC,33000.0,JAGUAR,27626.0,2015.0,Petrol,Automatic,Coupe,3.0,T1,2-3L,2015-2019
A17HSV,12495.0,JAGUAR,118969.0,2013.0,Diesel,Automatic,Saloon,3.0,T1,2-3L,2010-2014
OU13YKT,14650.0,JEEP,85213.0,2013.0,Diesel,Automatic,Estate,3.0,T2,2-3L,2010-2014
YD16DTU,8600.0,JAGUAR,105530.0,2016.0,Diesel,Manual,Saloon,2.0,T1,1-2L,2015-2019
BA19OGB,35699.0,JAGUAR,8200.0,2019.0,Diesel,Automatic,Estate,2.0,T1,1-2L,2015-2019
JP02MEP,7989.0,HYUNDAI,17671.0,2015.0,Petrol,Automatic,Hatchback,1.2,T3,1-2L,2015-2019
EX15VBJ,6395.0,HYUNDAI,59000.0,2015.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
KN14LVA,5200.0,HYUNDAI,34000.0,2014.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
MA10ZCK,2995.0,HYUNDAI,71000.0,2010.0,Diesel,Manual,Estate,1.6,T3,1-2L,2010-2014
GL16WMD,10970.0,HYUNDAI,69000.0,2016.0,Diesel,Manual,Estate,1.7,T3,1-2L,2015-2019
LR09NTG,3495.0,HONDA,54663.0,2009.0,Petrol,Automatic,Hatchback,1.3,T2,1-2L,<2010
RV65LTY,10940.0,HONDA,66000.0,2015.0,Diesel,Manual,Hatchback,1.6,T2,1-2L,2015-2019
AK59LXG,2500.0,HYUNDAI,64000.0,2009.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,<2010
AK65OMB,10489.0,HYUNDAI,69839.0,2015.0,Diesel,Manual,Estate,1.7,T3,1-2L,2015-2019
LV06WCJ,1990.0,HONDA,134000.0,2006.0,Diesel,Manual,Estate,2.2,T2,2-3L,<2010
SC11DDU,4999.0,HYUNDAI,41679.0,2011.0,Petrol,Automatic,Hatchback,1.2,T3,1-2L,2010-2014
FP18NLR,14000.0,HYUNDAI,29311.0,2018.0,Petrol,Manual,Estate,1.6,T3,1-2L,2015-2019
LG58WNO,3495.0,HONDA,134000.0,2008.0,Diesel,Manual,Estate,2.2,T2,2-3L,<2010
HJ66BZP,17740.0,HYUNDAI,44000.0,2016.0,Diesel,Automatic,Estate,1.7,T3,1-2L,2015-2019
VU12RXW,4295.0,HONDA,89000.0,2012.0,Petrol,Manual,Hatchback,1.3,T2,1-2L,2010-2014
BW14LOF,7999.0,HONDA,23000.0,2014.0,Petrol,Automatic,Hatchback,1.3,T2,1-2L,2010-2014
EO13VRF,4945.0,HYUNDAI,44000.0,2013.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
YL17HJJ,13599.0,HYUNDAI,25432.0,2017.0,Diesel,Manual,Estate,1.7,T3,1-2L,2015-2019
DG64OES,15995.0,HYUNDAI,53000.0,2014.0,Diesel,Automatic,Estate,2.2,T3,2-3L,2010-2014
MC15JGY,7999.0,FORD,30000.0,2015.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
KN64FFE,7989.0,FORD,28993.0,2014.0,Petrol,Manual,Hatchback,1.5,T3,1-2L,2010-2014
SH15LML,8399.0,FORD,40138.0,2015.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
PY09EVC,2995.0,HONDA,76971.0,2009.0,Petrol,Manual,Hatchback,1.8,T2,1-2L,<2010
OY60RYD,8500.0,HONDA,32000.0,2010.0,Diesel,Manual,Estate,2.2,T2,2-3L,2010-2014
GY18GDZ,14500.0,FORD,19103.0,2018.0,Petrol,Automatic,Hatchback,1.0,T3,0-1L,2015-2019
YD61DXP,7395.0,FORD,44000.0,2011.0,Diesel,Manual,Estate,2.0,T3,1-2L,2010-2014
SJ66AZD,9490.0,FORD,26321.0,2016.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
MK17WTV,15199.0,FORD,49000.0,2017.0,Diesel,Manual,Hatchback,2.0,T3,1-2L,2015-2019
CE13ZYM,5477.0,FORD,78000.0,2013.0,Petrol,Manual,Mpv,1.4,T3,1-2L,2010-2014
EJ11VFF,7495.0,FORD,58000.0,2011.0,Diesel,Manual,Estate,2.0,T3,1-2L,2010-2014
EJ15LVH,8995.0,FORD,76405.0,2015.0,Diesel,Manual,Hatchback,2.0,T3,1-2L,2015-2019
EK61TUO,7490.0,FORD,66750.0,2011.0,Diesel,Manual,Estate,2.0,T3,1-2L,2010-2014
CU15TVX,7250.0,FORD,39598.0,2015.0,Petrol,Manual,Mpv,1.0,T3,0-1L,2015-2019
EU64OAH,9989.0,FORD,48921.0,2014.0,Diesel,Manual,Hatchback,2.0,T3,1-2L,2010-2014
PK64VCL,11470.0,FORD,48000.0,2015.0,Diesel,Manual,Hatchback,2.0,T3,1-2L,2015-2019
EO16BVJ,11470.0,FORD,96000.0,2016.0,Diesel,Automatic,Mpv,1.5,T3,1-2L,2015-2019
LC17FHO,33970.0,FORD,13583.0,2017.0,Petrol,Automatic,Coupe,2.3,T3,2-3L,2015-2019
YR12GAU,3290.0,FORD,56453.0,2012.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
GD59LNF,2495.0,FORD,94000.0,2010.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,2010-2014
YE61XLN,5395.0,FORD,59000.0,2011.0,Petrol,Automatic,Hatchback,1.6,T3,1-2L,2010-2014
SE14BZB,4498.0,FORD,52049.0,2014.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
SH18MTZ,7895.0,FORD,86000.0,2018.0,Diesel,Manual,Hatchback,1.5,T3,1-2L,2015-2019
