license_plate,price,make,mileage,year,fuel_type,transmission,body_type,engine_size,car_tier,engine_tier,year_band
GF62LWK,9995.0,MERCEDES,105000.0,2012.0,Diesel,Automatic,Convertible,2.1,T1,2-3L,2010-2014
GV62TXM,10995.0,MERCEDES,81000.0,2013.0,Diesel,Automatic,Convertible,2.1,T1,2-3L,2010-2014
MF06FNE,4490.0,MERCEDES,82000.0,2006.0,Diesel,Automatic,Saloon,3.0,T1,2-3L,<2010
VN58UEB,4999.0,MERCEDES,102053.0,2008.0,Diesel,Automatic,Mpv,3.0,T1,2-3L,<2010
V8WUK,44950.0,MERCEDES,13500.0,2012.0,Petrol,Automatic,Convertible,5.5,T1,>3L,2010-2014
SN67YEK,34500.0,MERCEDES,25000.0,2017.0,Petrol,Automatic,Coupe,3.0,T1,2-3L,2015-2019
HK64DKA,9990.0,MERCEDES,76283.0,2015.0,Diesel,Manual,Saloon,2.1,T1,2-3L,2015-2019
SB07SKB,7485.0,MERCEDES,43018.0,2007.0,Petrol,Automatic,Convertible,3.0,T1,2-3L,<2010
KR67BYS,32995.0,MERCEDES,10000.0,2017.0,Petrol,Automatic,Saloon,3.0,T1,2-3L,2015-2019
FX67OMV,17000.0,MERCEDES,93660.0,2017.0,Hybrid,Automatic,Estate,2.0,T1,1-2L,2015-2019
KW65HYG,21500.0,MERCEDES,58970.0,2016.0,Diesel,Automatic,Saloon,3.0,T1,2-3L,2015-2019
KK16FPD,13980.0,MERCEDES,82545.0,2016.0,Diesel,Automatic,Saloon,2.0,T1,1-2L,2015-2019
LT66ZHN,17995.0,MERCEDES,62000.0,2016.0,Hybrid,Automatic,Saloon,2.1,T1,2-3L,2015-2019
BA16WDJ,12300.0,MERCEDES,109270.0,2016.0,Hybrid,Automatic,Estate,2.1,T1,2-3L,2015-2019
LL16YCE,17800.0,MERCEDES,57500.0,2016.0,Diesel,Automatic,Coupe,2.1,T1,2-3L,2015-2019
LL62KBN,5500.0,MERCEDES,100223.0,2012.0,Diesel,Automatic,Saloon,2.1,T1,2-3L,2010-2014
KT18ETA,16990.0,MERCEDES,54000.0,2018.0,Diesel,Automatic,Saloon,2.1,T1,2-3L,2015-2019
YH63WOC,7485.0,MERCEDES,80862.0,2013.0,Diesel,Manual,Hatchback,1.5,T1,1-2L,2010-2014
PO13RVM,4999.0,MERCEDES,111575.0,2013.0,Diesel,Manual,Hatchback,1.8,T1,1-2L,2010-2014
EA60DDN,5495.0,MERCEDES,115000.0,2010.0,Diesel,Manual,Estate,2.1,T1,2-3L,2010-2014
KN18FBO,14290.0,MERCEDES,37000.0,2018.0,Petrol,Automatic,Hatchback,1.6,T1,1-2L,2015-2019
EJ11OBZ,5495.0,MERCEDES,105000.0,2011.0,Petrol,Automatic,Saloon,1.8,T1,1-2L,2010-2014
LL06BTY,2990.0,MERCEDES,83000.0,2006.0,Diesel,Automatic,Hatchback,2.0,T1,1-2L,<2010
VE17NXR,14190.0,MERCEDES,67600.0,2017.0,Diesel,Automatic,Hatchback,1.5,T1,1-2L,2015-2019
AJ17MDK,11200.0,MERCEDES,101970.0,2017.0,Diesel,Manual,Hatchback,1.5,T1,1-2L,2015-2019
AP66DKV,13500.0,MERCEDES,40800.0,2016.0,Diesel,Automatic,Hatchback,1.5,T1,1-2L,2015-2019
KU59RYC,3390.0,MERCEDES,43100.0,2009.0,Petrol,Manual,Hatchback,1.5,T1,1-2L,<2010
HK64SYU,99995.0,MERCEDES,74932.0,2015.0,Diesel,Automatic,Hatchback,2.1,T1,2-3L,2015-2019
DC16ZXJ,15500.0,MERCEDES,38600.0,2016.0,Diesel,Automatic,Hatchback,2.1,T1,2-3L,2015-2019
KW14UFU,8999.0,MERCEDES,77514.0,2014.0,Diesel,Automatic,Hatchback,1.5,T1,1-2L,2010-2014
GF57OER,7995.0,MAZDA,22000.0,2007.0,Petrol,Manual,Convertible,2.0,T3,1-2L,<2010
YC10UUG,4490.0,MERCEDES,57000.0,2010.0,Petrol,Automatic,Hatchback,1.7,T1,1-2L,2010-2014
LP13AXM,9995.0,MERCEDES,37000.0,2013.0,Diesel,Manual,Hatchback,1.5,T1,1-2L,2010-2014
YR08MUY,5995.0,MAZDA,56000.0,2008.0,Petrol,Manual,Convertible,1.8,T3,1-2L,<2010
BK10MPE,5990.0,MAZDA,53000.0,2010.0,Petrol,Automatic,Hatchback,2.0,T3,1-2L,2010-2014
GV12UJL,5490.0,MAZDA,44000.0,2012.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2010-2014
LR15VKD,99995.0,MAZDA,86865.0,2015.0,Diesel,Automatic,Saloon,2.2,T3,2-3L,2015-2019
SY15WOH,4800.0,MAZDA,136000.0,2015.0,Petrol,Manual,Saloon,2.0,T3,1-2L,2015-2019
LB06ONP,995.0,MAZDA,118172.0,2006.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,<2010
SX10DLE,2300.0,MAZDA,120000.0,2010.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,2010-2014
NU11OKC,2800.0,MAZDA,76000.0,2011.0,Petrol,Manual,Hatchback,1.3,T3,1-2L,2010-2014
OY67CZP,9750.0,MAZDA,47037.0,2017.0,Petrol,Manual,Hatchback,2.0,T3,1-2L,2015-2019
VA19UNZ,32500.0,LAND ROVER,14721.0,2019.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
KN17CXW,23750.0,LAND ROVER,31443.0,2017.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
GY05RJV,3490.0,LEXUS,91000.0,2005.0,Petrol,Automatic,Saloon,3.0,T1,2-3L,<2010
MJ16DDF,18980.0,LAND ROVER,91668.0,2016.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
OY15NRN,18750.0,LAND ROVER,88237.0,2015.0,Diesel,Automatic,Suv,2.2,T1,2-3L,2015-2019
SW18HYM,26500.0,LAND ROVER,25808.0,2018.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
FT10BYR,2790.0,MAZDA,56000.0,2010.0,Petrol,Manual,Hatchback,1.3,T3,1-2L,2010-2014
HS17HVF,24500.0,LAND ROVER,48579.0,2017.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
BP19PHZ,32500.0,LAND ROVER,14309.0,2019.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
WG66NZP,21495.0,LAND ROVER,72737.0,2016.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
RK16WWC,26995.0,LAND ROVER,23800.0,2016.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
GL17RXN,23000.0,LAND ROVER,48224.0,2017.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
FX18TZM,25500.0,LAND ROVER,33826.0,2018.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
YC13FJX,15250.0,LAND ROVER,70000.0,2013.0,Diesel,Automatic,Suv,2.2,T1,2-3L,2010-2014
VO69ZTZ,60000.0,LAND ROVER,17458.0,2019.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
OX17DCV,19250.0,LAND ROVER,42141.0,2017.0,Diesel,Manual,Suv,2.0,T1,1-2L,2015-2019
CA19EWE,31000.0,LAND ROVER,34024.0,2019.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
LG18APY,24995.0,LAND ROVER,17350.0,2018.0,Diesel,Manual,Suv,2.0,T1,1-2L,2015-2019
LL17KFW,16500.0,LAND ROVER,86000.0,2017.0,Diesel,Manual,Suv,2.0,T1,1-2L,2015-2019
KP67MFZ,48000.0,LAND ROVER,38580.0,2017.0,Diesel,Automatic,Suv,4.4,T1,>3L,2015-2019
MT18DGO,49000.0,LAND ROVER,32145.0,2018.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
SE66YJR,38000.0,LAND ROVER,26714.0,2016.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
YO69KUA,90000.0,LAND ROVER,28655.0,2020.0,Petrol,Automatic,Suv,5.0,T1,>3L,>2020
BP14KJN,24495.0,LAND ROVER,104500.0,2014.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2010-2014
PJ63LSL,29995.0,LAND ROVER,38000.0,2013.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2010-2014
KW19LLZ,38000.0,LAND ROVER,3299.0,2019.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
RK12OEL,12290.0,LAND ROVER,46000.0,2012.0,Diesel,Automatic,Suv,2.2,T1,2-3L,2010-2014
BX18XJA,52990.0,LAND ROVER,49000.0,2018.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
AV11VDP,10995.0,LAND ROVER,67126.0,2011.0,Diesel,Manual,Suv,2.2,T1,2-3L,2010-2014
LG18XDF,58000.0,LAND ROVER,15251.0,2018.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
YB18ZDU,38000.0,LAND ROVER,21834.0,2018.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
M28NAD,9985.0,LAND ROVER,123000.0,2009.0,Diesel,Automatic,Suv,3.6,T1,>3L,<2010
LR68DBU,35750.0,LAND ROVER,10076.0,2018.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
OE17KBN,38984.0,LAND ROVER,27158.0,2017.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
PJ66NVT,47000.0,LAND ROVER,45352.0,2016.0,Diesel,Automatic,Suv,4.4,T1,>3L,2015-2019
HJ19CMZ,43750.0,LAND ROVER,14100.0,2019.0,Diesel,Automatic,Suv,2.0,T1,1-2L,2015-2019
SG61AOP,8799.0,LAND ROVER,76668.0,2011.0,Diesel,Manual,Suv,2.2,T1,2-3L,2010-2014
HA66HJA,45000.0,LAND ROVER,52841.0,2016.0,Diesel,Automatic,Suv,4.4,T1,>3L,2015-2019
KE18YKG,68995.0,LAND ROVER,43279.0,2018.0,Hybrid,Automatic,Suv,2.0,T1,1-2L,2015-2019
ER55OLL,43000.0,LAND ROVER,38950.0,2016.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
YE68PVY,46500.0,LAND ROVER,31130.0,2018.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
AV11GGY,6950.0,KIA,96981.0,2011.0,Diesel,Automatic,Suv,2.0,T3,1-2L,2010-2014
FY68ZFP,19990.0,KIA,19000.0,2018.0,Diesel,Automatic,Suv,1.6,T3,1-2L,2015-2019
SY66JFZ,6995.0,KIA,31000.0,2016.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
LC06JZD,1995.0,KIA,130563.0,2006.0,Diesel,Manual,Suv,2.5,T3,2-3L,<2010
OU67TTZ,42000.0,LAND ROVER,44114.0,2017.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
YG68MRU,48000.0,LAND ROVER,30251.0,2018.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
NX10HDC,5295.0,KIA,86000.0,2010.0,Diesel,Manual,Suv,2.2,T3,2-3L,2010-2014
FT61OAG,7495.0,KIA,81827.0,2012.0,Diesel,Manual,Suv,2.0,T3,1-2L,2010-2014
KR67UMU,10990.0,KIA,35000.0,2017.0,Petrol,Manual,Suv,1.6,T3,1-2L,2015-2019
MK57WCO,14995.0,JEEP,102000.0,2007.0,Diesel,Manual,Convertible,2.8,T2,2-3L,<2010
LM65RDO,20490.0,JAGUAR,38500.0,2015.0,Petrol,Automatic,Saloon,3.0,T1,2-3L,2015-2019
SY18VMW,12490.0,JEEP,20000.0,2018.0,Diesel,Manual,Suv,1.6,T2,1-2L,2015-2019
NA65FNL,5200.0,KIA,58212.0,2015.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
BW17JFF,30500.0,JAGUAR,51588.0,2017.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
DA56NJJ,5695.0,JAGUAR,44700.0,2006.0,Petrol,Automatic,Saloon,3.0,T1,2-3L,<2010
EO67YHN,7250.0,HYUNDAI,34584.0,2017.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
YL67NUU,10990.0,HYUNDAI,35000.0,2017.0,Hybrid,Automatic,Hatchback,1.6,T3,1-2L,2015-2019
AK17AKG,16300.0,JAGUAR,47200.0,2017.0,Diesel,Automatic,Saloon,2.0,T1,1-2L,2015-2019
EN11WTU,3595.0,HYUNDAI,42000.0,2011.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
BP68NHT,20690.0,JAGUAR,23200.0,2018.0,Diesel,Automatic,Saloon,2.0,T1,1-2L,2015-2019
RE64YMZ,4495.0,HYUNDAI,34000.0,2014.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
BN12ZNW,7995.0,JAGUAR,82000.0,2012.0,Diesel,Automatic,Saloon,2.2,T1,2-3L,2010-2014
MM65KSF,5400.0,HYUNDAI,101170.0,2015.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2015-2019
EF12FAU,2790.0,HYUNDAI,56000.0,2012.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
PJ62ZRZ,3690.0,HYUNDAI,58000.0,2013.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
VE10LXZ,3195.0,HYUNDAI,74360.0,2010.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
DY63ZHE,4390.0,HYUNDAI,18000.0,2013.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
YE67VBA,9780.0,JEEP,62799.0,2017.0,Petrol,Manual,Suv,1.6,T2,1-2L,2015-2019
BP68NHX,21290.0,JAGUAR,17800.0,2018.0,Diesel,Automatic,Saloon,2.0,T1,1-2L,2015-2019
EO60KSK,2390.0,HYUNDAI,91000.0,2010.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
EF12BZA,4190.0,HYUNDAI,84000.0,2012.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
EN14PHJ,5790.0,HYUNDAI,50000.0,2014.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
NL11UVP,3600.0,HONDA,70000.0,2011.0,Petrol,Manual,Hatchback,1.8,T2,1-2L,2010-2014
OY15SWZ,12000.0,HONDA,17920.0,2015.0,Petrol,Automatic,Hatchback,1.8,T2,1-2L,2015-2019
OU69TZG,16495.0,HONDA,5000.0,2019.0,Petrol,Automatic,Hatchback,1.0,T2,0-1L,2015-2019
SL18MFJ,13990.0,HYUNDAI,5000.0,2018.0,Petrol,Manual,Suv,1.6,T3,1-2L,2015-2019
EX15LHH,16495.0,HYUNDAI,42000.0,2015.0,Diesel,Automatic,Suv,2.2,T3,2-3L,2015-2019
RK18XGE,26500.0,FORD,35000.0,2018.0,Diesel,Automatic,Suv,2.0,T3,1-2L,2015-2019
DG59THZ,2799.0,HONDA,107000.0,2009.0,Diesel,Manual,Hatchback,2.2,T2,2-3L,<2010
GN13TEJ,9019.0,FORD,50000.0,2013.0,Diesel,Manual,Suv,2.0,T3,1-2L,2010-2014
MK13VFA,5795.0,FORD,37359.0,2013.0,Petrol,Manual,Mpv,1.4,T3,1-2L,2010-2014
HV64JVO,7495.0,FORD,89500.0,2014.0,Diesel,Manual,Suv,2.0,T3,1-2L,2010-2014
CV66HCE,9605.0,FORD,56000.0,2016.0,Diesel,Manual,Suv,2.0,T3,1-2L,2015-2019
FV61GOA,8490.0,HYUNDAI,58300.0,2011.0,Diesel,Automatic,Suv,2.2,T3,2-3L,2010-2014
VU18YPV,21500.0,FORD,20160.0,2018.0,Diesel,Automatic,Suv,2.0,T3,1-2L,2015-2019
SD10PKC,3695.0,HONDA,109000.0,2010.0,Hybrid,Manual,Coupe,1.5,T2,1-2L,2010-2014
FL59UAJ,3995.0,HONDA,62000.0,2009.0,Petrol,Manual,Hatchback,1.8,T2,1-2L,<2010
LV59VYB,4990.0,FORD,75000.0,2009.0,Petrol,Manual,Mpv,2.0,T3,1-2L,<2010
EJ60KAK,4295.0,FORD,72000.0,2010.0,Petrol,Automatic,Hatchback,2.0,T3,1-2L,2010-2014
FD53CYJ,1985.0,FORD,126000.0,2003.0,Diesel,Automatic,Estate,2.0,T3,1-2L,<2010
LM08EXB,4699.0,FORD,72421.0,2008.0,Petrol,Automatic,Mpv,2.3,T3,2-3L,<2010
YH57VAY,2485.0,FORD,119000.0,2007.0,Diesel,Automatic,Saloon,2.0,T3,1-2L,<2010
EF10EDU,2650.0,FORD,146409.0,2010.0,Diesel,Manual,Mpv,2.0,T3,1-2L,2010-2014
HV17FVA,12100.0,FORD,73060.0,2017.0,Diesel,Manual,Estate,2.0,T3,1-2L,2015-2019
CN16LFS,7895.0,FORD,108000.0,2016.0,Diesel,Automatic,Hatchback,2.0,T3,1-2L,2015-2019
YN13UWL,4495.0,FORD,86000.0,2013.0,Diesel,Manual,Hatchback,2.0,T3,1-2L,2010-2014
CV60WXU,5990.0,FORD,77107.0,2010.0,Petrol,Automatic,Hatchback,2.0,T3,1-2L,2010-2014
ET07UPO,2495.0,FORD,109000.0,2007.0,Diesel,Manual,Mpv,1.8,T3,1-2L,<2010
GU11NCE,3500.0,FORD,10500.0,2011.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
CP62AXO,3000.0,FORD,65000.0,2012.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
NA59NMU,2195.0,FORD,91000.0,2009.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,<2010
BA66CXG,6500.0,FORD,144060.0,2017.0,Diesel,Manual,Hatchback,2.0,T3,1-2L,2015-2019
YF67MZD,18980.0,FORD,23352.0,2017.0,Diesel,Manual,Mpv,2.0,T3,1-2L,2015-2019
YD61BXC,4295.0,FORD,72000.0,2011.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,2010-2014
HG08YJZ,3000.0,FORD,35000.0,2008.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,<2010
LB61AKU,3000.0,FORD,64000.0,2011.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
YJ13OFU,6299.0,FORD,40711.0,2013.0,Petrol,Automatic,Hatchback,1.6,T3,1-2L,2010-2014
YE67CBF,6650.0,FORD,48000.0,2017.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
YK61DMV,2490.0,FORD,136000.0,2011.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2010-2014
SC15ODL,8750.0,FORD,38000.0,2015.0,Petrol,Automatic,Estate,1.6,T3,1-2L,2015-2019
YL16KXC,6791.0,FORD,98130.0,2016.0,Diesel,Manual,Hatchback,1.5,T3,1-2L,2015-2019
YP17SXA,13500.0,FORD,94320.0,2017.0,Diesel,Automatic,Estate,2.0,T3,1-2L,2015-2019
KK07LNZ,1970.0,FORD,78000.0,2007.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,<2010
RE59HZW,2495.0,FORD,65823.0,2009.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,<2010
NU65DKE,6300.0,FORD,82024.0,2015.0,Diesel,Manual,Hatchback,1.5,T3,1-2L,2015-2019
EK09VSJ,2000.0,FORD,99000.0,2009.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,<2010
YH61VUG,3500.0,FORD,117485.0,2011.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2010-2014
YE11RJO,6000.0,FORD,65695.0,2011.0,Diesel,Automatic,Hatchback,2.0,T3,1-2L,2010-2014
GL11LWO,4500.0,FORD,75970.0,2011.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,2010-2014
CV10EES,3795.0,FORD,65000.0,2010.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
YB08LZG,3490.0,FORD,77000.0,2008.0,Petrol,Automatic,Estate,1.6,T3,1-2L,<2010
PL15AWF,6995.0,FORD,48536.0,2015.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
VU09XRG,2490.0,FORD,68000.0,2009.0,Petrol,Manual,Convertible,2.0,T3,1-2L,<2010
FG66ZCV,7200.0,FORD,39710.0,2016.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
EO65WXP,7190.0,FORD,65000.0,2015.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
ML63EOU,5999.0,FORD,32269.0,2013.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
EA18VFV,11790.0,FORD,33000.0,2018.0,Petrol,Automatic,Hatchback,1.0,T3,0-1L,2015-2019
LK63OVT,5489.0,FORD,52000.0,2013.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2010-2014
HX14RVC,5650.0,FORD,68000.0,2014.0,Petrol,Automatic,Hatchback,1.6,T3,1-2L,2010-2014
OV59AOX,2395.0,FORD,110000.0,2009.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,<2010
YE13NKO,4899.0,FORD,61850.0,2013.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2010-2014
YE18KLV,11380.0,FORD,14504.0,2018.0,Petrol,Automatic,Hatchback,1.0,T3,0-1L,2015-2019
GK61WGX,4490.0,FORD,80000.0,2011.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,2010-2014
SV09NHT,2250.0,FORD,92000.0,2009.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,<2010
DL63ZRZ,6400.0,FORD,29100.0,2014.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2010-2014
VK12DCV,3795.0,FORD,102000.0,2012.0,Petrol,Automatic,Hatchback,1.6,T3,1-2L,2010-2014
FP17XEK,7895.0,FORD,65932.0,2017.0,Diesel,Manual,Hatchback,1.5,T3,1-2L,2015-2019
EJ06VDM,2000.0,FORD,68000.0,2006.0,Diesel,Manual,Mpv,1.6,T3,1-2L,<2010
PN16MYL,5990.0,FIAT,26000.0,2016.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
SA60LPE,3390.0,FORD,76000.0,2010.0,Petrol,Manual,Mpv,1.6,T3,1-2L,2010-2014
WN63KYE,4995.0,FIAT,54000.0,2013.0,Diesel,Manual,Mpv,1.2,T3,1-2L,2010-2014
HN14GXA,3888.0,FIAT,87000.0,2014.0,Petrol,Manual,Hatchback,0.9,T3,0-1L,2010-2014
YR12CNK,4450.0,FORD,85000.0,2012.0,Diesel,Manual,Mpv,1.6,T3,1-2L,2010-2014
ML08KZO,999.0,FIAT,98000.0,2008.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,<2010
R10RWE,10895.0,FORD,15159.0,2018.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
GUG237K,79990.0,FORD,8000.0,1972.0,Petrol,Manual,Saloon,1.6,T3,1-2L,<2010
NL12CZC,2980.0,FIAT,67000.0,2012.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
WR62YTT,3499.0,CITROEN,79026.0,2012.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,2010-2014
SD60APK,4385.0,FIAT,78700.0,2010.0,Petrol,Automatic,Hatchback,1.2,T3,1-2L,2010-2014
ND15NMF,6995.0,CITROEN,37000.0,2015.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
AO12LXF,4200.0,CITROEN,61953.0,2012.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2010-2014
HF63KVX,6000.0,FIAT,64182.0,2013.0,Petrol,Manual,Convertible,0.9,T3,0-1L,2010-2014
DN07MVJ,1495.0,CITROEN,58000.0,2007.0,Petrol,Manual,Mpv,1.6,T3,1-2L,<2010
SJ16DLS,6750.0,FIAT,66309.0,2016.0,Petrol,Manual,Suv,1.6,T3,1-2L,2015-2019
DV63NPA,4300.0,FIAT,43800.0,2013.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
GY12KEK,2495.0,CITROEN,94000.0,2012.0,Diesel,Manual,Mpv,1.6,T3,1-2L,2010-2014
FP64BWG,6490.0,CITROEN,53000.0,2014.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2010-2014
YY07XXA,1948.0,CITROEN,60000.0,2007.0,Petrol,Automatic,Hatchback,1.6,T3,1-2L,<2010
FD13FGO,2995.0,CITROEN,58858.0,2013.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2010-2014
MT66KWJ,8700.0,CITROEN,35840.0,2016.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
WG11ZCJ,3490.0,CITROEN,46000.0,2011.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
MJ17DXE,7650.0,CITROEN,37140.0,2017.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
NJ67KNY,6295.0,CITROEN,18066.0,2018.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
LB17VYD,21995.0,BMW,31000.0,2017.0,Diesel,Automatic,Convertible,2.0,T1,1-2L,2015-2019
AJ14XNV,10995.0,BMW,75000.0,2014.0,Diesel,Manual,Coupe,2.0,T1,1-2L,2010-2014
LR16SXT,19500.0,BMW,55220.0,2016.0,Petrol,Automatic,Coupe,3.0,T1,2-3L,2015-2019
SF17SNL,36995.0,BMW,31000.0,2017.0,Petrol,Automatic,Coupe,3.0,T1,2-3L,2015-2019
OW17NBZ,34500.0,BMW,49706.0,2017.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
CGZ8490,9780.0,BMW,113312.0,2016.0,Diesel,Manual,Suv,2.0,T1,1-2L,2015-2019
RE14NZF,15990.0,BMW,63000.0,2014.0,Petrol,Automatic,Hatchback,3.0,T1,2-3L,2010-2014
VK18PNZ,23290.0,BMW,15000.0,2018.0,Petrol,Automatic,Suv,2.0,T1,1-2L,2015-2019
WU14XWD,19990.0,BMW,111000.0,2014.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2010-2014
KN61CAX,12995.0,BMW,113000.0,2012.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2010-2014
LS54UVX,4495.0,BMW,78000.0,2004.0,Petrol,Automatic,Suv,2.5,T1,2-3L,<2010
KS14CXM,13495.0,BMW,95609.0,2014.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2010-2014
AY65HZH,19990.0,BMW,33000.0,2015.0,Diesel,Automatic,Saloon,3.0,T1,2-3L,2015-2019
B7DJL,25995.0,BMW,91000.0,2014.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2010-2014
BW17FWD,33290.0,BMW,51000.0,2017.0,Diesel,Automatic,Suv,3.0,T1,2-3L,2015-2019
LD06WHX,6999.0,BMW,124000.0,2006.0,Petrol,Automatic,Convertible,4.8,T1,>3L,<2010
VK12PJU,15979.0,BMW,60000.0,2012.0,Petrol,Automatic,Convertible,3.0,T1,2-3L,2010-2014
SL09GVG,6295.0,BMW,96395.0,2009.0,Petrol,Manual,Convertible,3.0,T1,2-3L,<2010
LH07AOM,6495.0,BMW,62500.0,2007.0,Petrol,Automatic,Convertible,3.0,T1,2-3L,<2010
FA17MDV,10800.0,BMW,100300.0,2017.0,Diesel,Automatic,Estate,2.0,T1,1-2L,2015-2019
YK67UYN,19000.0,BMW,49740.0,2017.0,Hybrid,Automatic,Saloon,2.0,T1,1-2L,2015-2019
EX09YPE,2500.0,BMW,140000.0,2009.0,Diesel,Manual,Saloon,2.0,T1,1-2L,<2010
LY02GWV,999.0,BMW,111000.0,2002.0,Diesel,Manual,Saloon,2.0,T1,1-2L,<2010
YK18JLO,27050.0,BMW,37948.0,2018.0,Diesel,Automatic,Estate,3.0,T1,2-3L,2015-2019
WN16HNK,9900.0,BMW,134250.0,2016.0,Diesel,Automatic,Saloon,2.0,T1,1-2L,2015-2019
